Lable	Lemmas
0	queen dam guess make sorry use aaliyah starr role little point thing explode flame
1	creative animation work look fully render pixar industry standard use lighting effect innovative background equally impressive degree
0	tom shadyac learn bit craft direct adam still linger every point slowest viewer grasp
0	sorry unable get full brunt comedy
1	notwithstanding problem movie final half hour go recommend secretary base wonderful act clinic put spader gyllenhaal also unique way shainberg go tell heart sweet little girl
1	leave french truly capture terrifying angst modern working man turn film cheap thriller dumb comedy sappy melodrama
1	moment insightful enough fondly remember endlessly challenging maze moviego
0	sappy big daddy anarchic happy gilmore waterboy moment
0	interesting compelling
0	number patient doctor pic cover usual ground
1	moving story determination human spirit
0	relentless bombastic ultimately empty world war action flick
0	stereotype omit cliché leave unsaid
1	warning resist temptation film blunt challenging offer easy reward stay clean
0	plot contrivance uncomfortably strain
0	never lilo stitch reach emotion timelessness disney great past even recent success mulan tarzan
0	see hilarity say
1	modest straight ahead standard undisputed score direct hit
0	big screen scooby make silly original cartoon seem smart well craft comparison
1	chill objective portrait dreary lose first century america
1	colorful deceptively buoyant suddenly pull rug burkinabe filmmaker dani kouyate rework folk story root go back century oral tradition also point political allegory
1	lilo stitch edgy piece disney animation hit silver screen first film use watercolor background dumbo certainly rank original year
0	movie little offer unintentional laugh
0	obvious gyu try poetry get instead lyricism limerick scrawled public restroom
1	cast come even movie
0	little action almost suspense believable tension dimensional character wazoo set describe sci fi generic
0	clever tenth
0	hoffman wait long turn movie unexpected direction even tone retain genteel prep school quality feel dusty leatherbound
0	loud thoroughly obnoxious comedy pair squabble working class spouse deeply unpleasant experience
1	observation social economic urban environment canny spiced irony
1	ingenuity parker display freshening play almost class wilde
1	old myth wonder tale spun afresh
1	thanks small star big heart family film sequel plenty fun
0	miss boat
1	like peace like promise
0	folk real stake american sexual landscape find moderately amusing plain irrelevant
1	hatfield hick make oddest couple sense movie become study gamble publish world offer case study exist apart movie political ramification
0	actor inhabit role trap force change behavior bizarre unjustified fashion spout dialog consist mostly platitude
1	horn halo benefit serendipity also remind responsibility question tell truth
0	shakespeare eloquent language update dreary sluggish
0	murder number couple mediocre tv-movie week film clumsily stick together
1	stun piece visual poetry hopefully remember important story tell australia film history
1	best grand scale moviemake larger life figure artist award mythic status contemporary culture
0	dramatically lackluster
0	undone overly complicated derivative screenplay glacier pace direction stereotypical character
0	idea new result tired
1	exhilarate serving movie fluff
1	westbrook make wonderful subject camera
0	reason halftime minute long
0	exactly sure movie think
1	arguably best script besson write year
1	story line year old amaro timely despair vision corruption catholic establishment
1	provide porthole noble tremble incoherence define
1	another estrogen overdose movie divine secret ya sisterhood writing act character development lot better
1	well write direct brutal honesty respect audience
0	tone variable cinematography schaeffer film never settle light foot enchantment material need character quirk foible never jell charm
0	sequel turn completely irrevocably bizarre point utter nonsense
1	diesel rare creature action hero table manners prove elegance tattoo deep
1	film terrific look salma hayek feel character stage life
1	lightest breezy movie steven spielb make decade positive change tone seem recharge
1	begin film tradition graduate quickly switch recyclable significant
0	technically artistically inept
1	whatever heartwarming scene impressively discreet filmmaker expect record mini dv show remarkable ability document side emotional car wreck
0	movie waver hallmark card sentimentality goofy life affirm moment straight cellular phone commercial
0	film feel formulaic plot pace typical hollywood war movie stuff performance elicit sense deja vur awe
0	next rob schneider dana carvey sarah michelle gellar philadelphia story david spade citizen kane
0	movie bounce map
0	alternative medicine obviously merit ayurveda field favor
1	fine focus piece work reopen interesting controversy never succumb sensationalism
