	正解	予測	予測確率(ポジティブ)	単語列
883	1	1	0.7180062242770636	overli melodramat somewhat insight french come age film
884	1	1	0.6519069840201134	thank go easi reel real world dichotomi jaglom pursu enerv determin venic venic
885	1	1	0.510464105639603	rare film come flawless amount act direct stori pace
886	1	1	0.90860438671155	frei assembl fascin profil deepli humanist artist spite wit remain surprisingli idealist retain extraordinari faith abil imag commun truth world
887	0	0	0.3246388421678797	campi enough
888	1	1	0.8044390865914438	vivid cinemat portrait
889	0	1	0.7224117991019187	best work understand snobberi better satir target middl america divers ever
890	1	1	0.5475489473843289	windtalk shapelessli gratifi kind movi invit pick apart fault even admit somehow hit live
891	0	0	0.4548244093443407	surfac attract conrad hall cinematographi like nomin oscar next year impress yet lack
892	0	0	0.3991788317607891	execut clever idea far less funni origin killer space
893	1	0	0.4062494944863895	reminisc alfr hitchcock thriller scari part sign occur wait thing happen
894	1	0	0.422656931449104	shyamalan offer copiou hint way myriad sign familiar funni surfac far bigger far meaning stori littl green man come earth harvest purpos
895	1	1	0.8069714512711401	steven flair dialogu comedi film oper nice element surpris larg cast solid
896	1	1	0.8141654489638925	flaw delay martin scorces gang new york still emerg vital work goodfella
897	1	1	0.6840110410744783	make film special refreshingli unhibit enthusiasm peopl spite clearli evid poverti hardship bring music
898	0	1	0.663229247765545	innoc holiday cheer use
899	0	0	0.3164469121110977	eyr fail dramatist deserv credit bring audienc hard bitter place
900	0	1	0.6370249098372703	plan make enough inspir tale surviv wrap heart pound suspens stylish psycholog thriller flop sure soufflé go wrong
901	1	0	0.2637869831501095	say slow time say charact act way real peopl thing say alia betti predict
902	1	1	0.5267494807993346	pictur unfamiliar manag find new avenu discours old problem
903	0	0	0.32785254749392845	movi script paul pender make wood relentlessli folksi process stagi set piec stack binari opposit
904	0	0	0.39120527579366987	almost film unsettl preposter hairpiec wear lai villain father endless action sequenc
905	1	0	0.3837906205691762	predict storylin book scrip wash sumptuou ocean visual cinemat style director john stockwel
906	1	1	0.6424666330040695	bit downer littl dramat time beauti film peopl like romanc french realism
907	1	1	0.6267684201556144	cute sometim side splittingli funni blend legal blond drop dead gorgeou starr piper perabo breakthrough role
908	0	0	0.33664580740272976	posit thing say new rob schneider vehicl well pathet anim
909	0	1	0.6204062086922488	perhap heaviest joyless movi ever make giant dragon take world
910	1	1	0.5873832805543845	film strength detail larger pictur paint cultur conflict thin veneer nation cover deepest media soak fear
911	1	1	0.754926606789354	raw vital give consider punch
912	0	0	0.17361757678585468	minut travesti unparallel proport writer director parker seem go way turn legendari wit classic mistaken ident farc brutal labor unfunni hokum
913	1	1	0.7192906843699981	film full charm
914	1	0	0.28983974649490524	mani bad romanc kind movi deserv chanc shine
915	1	1	0.7839348814298555	art still good yarn sneez day
916	1	1	0.5718832403144677	cannon confid lay back good spirit drum routin film save grace
917	0	0	0.2605603275050543	watchabl point situat dialogu spin hopelessli control say carol kane appear screen
918	0	0	0.1699116216393359	idea interest screenplay lag badli middl lurch funni comedi unconvinc dramat last minut action strongli reminisc run lola run
919	1	1	0.6777170046646083	psycholog thriller smart script obsess compuls attent detail
920	0	0	0.14738377669916952	annoy orgi excess exploit point go nowher
921	1	1	0.7211387587359236	subtl well craft part chiller
922	1	1	0.7058768107374649	seek transcend genr curious styliz quasi-shakespearean portrait pure misogynist evil
923	0	0	0.3544360369341243	critic never rise easi cynic potshot moral bankrupt charact
924	1	1	0.6841139289916682	film relationship rather outcom see relationship includ son wife wife father brother incred subtleti acum
925	0	0	0.2820987004331222	exist occasion insight act exercis
926	0	1	0.6436181831360765	recommend surprisingli harmless
927	0	1	0.5971122221994997	million dollar heap project vast proport need reap reward spiffi bluescreen techniqu stylish weaponri
928	0	1	0.5650688289397567	cheer enough immin forgett rip besson earlier work
929	0	0	0.30348523454817383	loos speak territori strictli speak schneider steve martin
930	0	1	0.541772946846377	film beauti food entré heat properli end bit cold rel flavorless
931	1	1	0.5521532298266311	pumpkin take admir look hypocrisi polit correct uneven tone never know humor end tragedi begin
932	1	1	0.7805591070111171	greengrass deliv undoubt stylist tour de forc manag element sound cinematographi skill
933	1	1	0.5756736561624575	spi kid also happen rariti sequel actual improv origin hit movi
934	1	1	0.6224961042780317	set birot film apart genr greater attent parent particularli fate father emot evolut bewitch adolesc
935	1	1	0.7902198106833795	sweetli affect stori sister cope way anoth life endgam
936	0	0	0.19549915739306253	portent pretenti weight water appropri titl give heavi handed drama
937	1	1	0.6490336980394541	widowmak great yarn
938	1	0	0.2957280758405328	enough gun battl throwaway humor cover yawn chasm plot
939	0	1	0.5235059148507951	human natur goofbal movi way malkovich tri hard
940	0	1	0.5429074569413432	authent time endear humor spooki educ time bland block snow
941	1	0	0.40530267641657874	connoisseur chines film pleas discov tian meticul talent wither enforc hiatu
942	0	0	0.3506369267514864	stori movi tell brian de palma addict junk calori suspens trope ruin career
943	0	1	0.5047988499751	terribl movi peopl nevertheless find move
944	0	0	0.3657665689299222	hour sepia tint heavi metal imag surround sound effect peopl moan
945	0	0	0.18319921740931122	parad almost perpetu wast charact margarita feel hazi high take long shake
946	1	1	0.768577064441329	ambiti project fairli inexperienc filmmak good actor good poetri good music help sustain
947	1	0	0.2852910670711311	unexplor stori opportun punch drunk love work maker minimalist intent interest exercis talent writer director anderson
948	0	0	0.24894694453634392	gag white intermitt wise script hit mark rest pad unashamedli appropri teen exploit playbook
949	1	1	0.8574258190833203	easili choic year best film
950	0	0	0.24200759535817706	movi certainli share clever moment bite dialogu much lurk abstract surfac
951	0	0	0.2560062152994669	debut effort project greenlight winner sappi amateurish
952	0	0	0.42371232608327747	think jennif lopez show poor judgment plan marri ben affleck wait see maid manhattan
953	1	1	0.5551886881431344	full surpris
954	0	0	0.30692279440837233	showcas scenic splendor mountain legendari actor michel serrault film less success level
955	1	1	0.7096248884755223	compel reveng thriller somewhat weaken miscast lead ladi
956	0	0	0.43140711541646526	movi thoughtlessli assembl
957	1	1	0.6985027093332616	gentl comic treatment adolesc sturm und drang pleas fan chri fuhrman posthum publish cult novel
958	1	1	0.8186876475675458	psycholog rich suspens moral thriller stellar perform al pacino
959	1	1	0.692507064171214	tender lacer darkli funni fabl
960	0	1	0.7113373758069284	drop dead gorgeou enough equal deris clunker fixat spectacl small town competit
961	1	1	0.8596903478165242	charm romant comedi far lightest dogm film enjoy
962	1	0	0.1587589757606378	bad movi nowher near good origin
963	1	1	0.5663206700756791	french rather good kind thing american passion musket spoof
964	1	0	0.23671563434864631	song second vers better wors
965	1	1	0.8091494066426996	dark gritti sometim funni littl gem
966	0	1	0.6184101981381845	movi hover somewher acut charact studi trite power struggl
967	0	0	0.37589394469201176	unfortun also good especi compar televis seri inspir movi
968	0	1	0.7036075526714113	fanboy bring life big screen
969	1	0	0.2890074710639971	watch togeth new york minut
970	0	0	0.33513651585854204	carvey charact overplay exagger subtleti never trademark
971	0	1	0.5826890416716277	imagin susan sontag fall love howard stern
972	0	1	0.5368959924105466	clash artifici structur stori contemporari naturalist tone film
973	1	1	0.7753811582491655	delight newcom stori know bygon day
974	0	1	0.5425340385890598	well mean unorigin
975	0	1	0.6471278724516187	sometim fond memori stay past lesson film teach well
976	1	1	0.746640238765724	format use best captur dizzi height achiev motocross bmx rider ballet hotdogg occasion end bone crush screwup
977	0	0	0.25576749836680607	schindler list grey zone attempt grandiloqu end mere pretenti grisli sort way
978	1	1	0.740229389596354	film well worth see talk sing head
979	0	0	0.16521115909214232	say vapid vehicl downright doltish unev obviou tell countri skunk sever bodi odor
980	0	0	0.31913271758023254	director barri skolnick screenwrit glibli tick everi point longest yard playbook checklist
981	1	1	0.8013635787408877	top notch action power romant drama
982	0	0	0.13092389371320945	zombi movi everi sens word mindless lifeless meander loud pain obnoxi
983	0	0	0.4381951356271881	last time see theater full peopl constantli check watch sat
984	0	0	0.4014934968362556	aspir social import inform movi version shameless sham calcul cash popular star
985	1	0	0.44107395805077104	fine documentari distinguish mediocr one better film abil make subject interest part suppos target audienc judg standard scratch pretti decent littl documentari
986	1	1	0.7621743317071898	demonstr vivid imagin impress style result terrif setpiec
987	0	0	0.29833379280590067	thing sure movi tell whole lot lili chou chou
988	0	0	0.03229535257397366	bad
989	0	0	0.3391712890556848	matter firmli director john stainton tongu cheek fact remain wacki concept movi make
990	0	0	0.4741880249024305	disappoint love altern version bard particularli one involv deep fryer hamburg
991	0	1	0.6776111372780118	chateau less concern cultur polit issu dote eccentr charact
992	0	0	0.38652033831000215	close hour audienc forc endur termin depress mostli inarticul hyper dysfunct famili price
993	1	1	0.6027252075445216	leguizamo jone excel rest cast uniformli superb
994	1	0	0.4558196559437862	somewhat crude construct grip quest look person rack self loath becom enemi race
995	1	1	0.6212005742303053	film make strong case import musician creat motown sound
996	1	1	0.5724271425989546	allow hope nolan pois embark major career commerci yet invent filmmak
997	0	0	0.3509435851230272	greengrass go tad less grit lot intellig
998	0	0	0.2237294111469293	chalk worst kind hubrist folli
999	0	1	0.6001427681350079	alway disappoint documentari fail live offer new insight choos topic unfortun precis arthur dong famili fundament
1000	1	1	0.5418636360871859	wonder specul charact studi make rather slow begin draw pictur
1001	1	1	0.719383935549654	stevenson perform clueless fierc commit volatil combin
1002	1	1	0.6528629934638838	film sparkl wisdom humor subject
1003	0	0	0.38804009656311306	jump around littl logic continu present backstag byte inform never amount satisfi complet pictur particular ancient demand métier
1004	1	1	0.8894749773801439	time funni time candidli reveal intrigu look perform put love
